EMPLOYEE_ID,JOB_ROLE,TEAM_SIZE,MONTHLY_EXTRA_HOURS,EXTRA_HOLIDAYS,TODO_COMPLETED,BMI_RANGE,DAILY_STEPS_IN_THOUSAND,SLEEP_HOURS,DAILY_STRESS,TIME_FOR_HOBBY,HEALTHY_MEALS_PER_WEEK,SUFFICIENT_INCOME,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
9561,Intercity Bus Driver,0,2,0,8,1,5,7,2,3,5,2,36 to 50,Female,648.6
9562,Train Conductor,1,8,2,10,1,10,8,1,3,5,2,51 or more,Female,695.7
9563,Depot Driver,0,2,5,3,1,2,8,3,2,3,1,51 or more,Female,631.2
9564,Environmental and Sustainability Manager,4,6,4,9,1,6,7,2,1,8,2,21 to 35,Female,696.4
9565,Depot Driver,7,8,1,4,1,2,5,3,0,10,2,36 to 50,Female,632.3
9566,Intercity Bus Driver,0,10,1,4,2,10,7,4,5,4,1,21 to 35,Female,610.5
9567,Intercity Bus Driver,10,3,3,0,2,3,8,2,1,3,2,Less than 20,Female,622.9
9568,Logistics Coordinator,5,10,5,4,2,1,8,2,3,5,1,36 to 50,Male,637.8
9569,Depot Driver,10,10,3,9,1,8,8,4,3,4,2,36 to 50,Female,680
9570,Operations Manager,0,3,5,8,2,4,8,1,1,2,2,51 or more,Female,667.3
9571,Fleet Manager,10,4,1,7,1,5,5,5,1,4,1,36 to 50,Female,578.5
9572,Logistics Coordinator,0,4,5,7,2,10,6,3,3,4,1,Less than 20,Male,680
9573,Fleet Manager,2,6,3,6,1,8,7,2,10,4,2,21 to 35,Female,698.5
9574,Maintenance Technician,0,10,3,9,1,8,8,3,6,10,2,21 to 35,Male,739.5
9575,Operations Manager,5,5,2,2,1,1,8,5,1,5,2,Less than 20,Female,591.9
9576,Train Conductor,1,3,0,8,2,2,8,1,4,4,2,Less than 20,Female,648.2
9577,Intercity Bus Driver,0,3,2,5,2,8,8,2,2,7,1,21 to 35,Female,651.1
9578,Train Conductor,2,10,5,8,1,6,6,5,10,7,1,21 to 35,Male,684.3
9579,Depot Driver,7,7,4,4,2,8,7,3,4,2,2,51 or more,Female,664.5
9580,Depot Driver,0,3,4,7,1,5,6,3,1,5,1,21 to 35,Male,643.3
9581,Logistics Coordinator,0,3,1,0,1,2,9,1,2,1,1,Less than 20,Male,633.1
9582,Environmental and Sustainability Manager,5,7,3,7,2,5,6,4,7,10,2,36 to 50,Female,653.5
9583,Intercity Bus Driver,0,5,5,9,1,5,5,1,3,3,2,36 to 50,Female,712.8
9584,Fleet Manager,0,10,5,8,2,8,8,1,3,6,2,51 or more,Male,748
9585,Intercity Bus Driver,0,4,0,5,1,9,6,3,4,3,2,21 to 35,Male,669.6
9586,Depot Driver,1,7,5,8,1,4,8,2,5,7,2,21 to 35,Female,696.2
9587,Fleet Manager,0,10,4,5,1,6,6,3,1,5,2,36 to 50,Female,643.5
9588,City Bus Driver,2,9,5,7,1,2,7,2,1,5,2,36 to 50,Female,704.1
9589,City Bus Driver,10,4,3,3,1,6,6,4,2,3,2,Less than 20,Female,631.6
9590,Logistics Coordinator,0,2,1,10,2,10,7,1,8,3,2,36 to 50,Male,722.7
9591,Train Conductor,10,7,4,5,1,5,7,3,0,10,1,36 to 50,Female,621.4
9592,Logistics Coordinator,2,6,5,6,1,8,7,1,1,6,2,21 to 35,Female,710.4
9593,Operations Manager,0,2,3,6,1,8,5,3,1,4,2,36 to 50,Female,667.5
9594,Fleet Manager,0,1,0,7,1,2,8,0,1,3,2,21 to 35,Male,641.4
9595,Depot Driver,0,10,5,7,2,10,7,1,2,3,2,36 to 50,Female,683.6
9596,Environmental and Sustainability Manager,10,2,3,6,2,3,6,4,8,4,2,36 to 50,Male,627.6
9597,Fleet Manager,1,3,4,5,1,5,8,1,1,4,1,21 to 35,Male,631.8
9598,Operations Manager,0,2,5,8,2,1,6,1,0,3,2,51 or more,Female,649.3
9599,Train Conductor,0,8,3,7,1,6,7,4,2,7,2,21 to 35,Female,689.6
9600,Intercity Bus Driver,2,10,5,4,2,5,8,4,10,10,2,36 to 50,Female,715.1
9601,Fleet Manager,0,4,2,6,1,10,7,3,4,1,2,36 to 50,Female,671.7
9602,Intercity Bus Driver,5,10,5,6,2,6,5,5,1,10,2,36 to 50,Male,685.8
9603,Fleet Manager,4,5,1,10,1,10,7,2,8,10,2,21 to 35,Male,697.2
9604,Intercity Bus Driver,0,2,3,7,2,5,9,3,1,10,2,21 to 35,Female,659.2
9605,Train Conductor,5,2,1,5,2,2,6,4,0,6,2,36 to 50,Male,579.8
9606,Train Conductor,0,4,4,7,1,10,9,3,5,8,1,51 or more,Female,707.8
9607,Logistics Coordinator,2,9,0,8,2,5,8,3,3,3,2,Less than 20,Female,662.4
9608,Maintenance Technician,10,6,2,2,1,2,5,4,1,2,1,36 to 50,Male,593.2
9609,Intercity Bus Driver,2,6,2,8,2,5,8,4,4,3,2,Less than 20,Female,642
9610,Maintenance Technician,10,10,5,8,2,9,8,4,10,10,2,51 or more,Male,726.1
9611,Maintenance Technician,5,8,1,7,2,8,6,4,1,10,1,36 to 50,Female,637.1
9612,Intercity Bus Driver,2,4,2,5,1,7,8,2,2,5,2,51 or more,Female,667.9
9613,City Bus Driver,0,3,4,5,1,5,9,0,4,4,2,Less than 20,Male,703.4
9614,Train Conductor,5,8,3,2,1,10,5,3,3,2,1,Less than 20,Male,654.3
9615,Train Conductor,0,5,5,10,1,8,7,1,3,1,2,21 to 35,Male,671.3
9616,Maintenance Technician,0,5,2,5,2,4,6,1,1,10,2,51 or more,Female,678.8
9617,Environmental and Sustainability Manager,0,6,1,5,2,5,6,0,10,6,2,51 or more,Male,684.1
9618,Train Conductor,0,10,5,8,1,10,6,3,6,5,2,36 to 50,Female,729.3
9619,Logistics Coordinator,5,10,2,4,2,8,8,2,3,7,2,36 to 50,Female,680
9620,Intercity Bus Driver,0,10,3,8,1,10,8,2,2,10,2,36 to 50,Male,753.5
9621,Operations Manager,0,4,2,7,1,8,7,1,8,6,2,21 to 35,Female,698.5
9622,Operations Manager,0,3,1,8,2,7,6,4,1,4,2,51 or more,Female,633.5
9623,Environmental and Sustainability Manager,7,3,2,3,1,6,4,5,1,5,2,21 to 35,Female,609.1
9624,Operations Manager,0,4,5,8,2,3,8,1,4,5,2,36 to 50,Female,673.9
9625,Operations Manager,3,10,2,7,2,9,6,4,2,8,2,36 to 50,Female,667.9
9626,Environmental and Sustainability Manager,0,4,5,9,1,10,8,4,1,5,2,21 to 35,Female,712.7
9627,Train Conductor,0,10,5,10,1,10,8,2,6,8,2,51 or more,Female,779
9628,Train Conductor,7,10,5,8,1,4,7,3,6,10,2,36 to 50,Female,747
9629,Fleet Manager,0,8,0,4,1,8,6,3,2,4,2,36 to 50,Female,650.7
9630,Logistics Coordinator,0,5,0,10,1,1,10,0,7,10,2,36 to 50,Female,670.5
9631,City Bus Driver,5,5,5,1,2,6,7,1,1,3,2,36 to 50,Female,650.5
9632,Train Conductor,0,4,4,6,1,7,8,0,5,5,1,51 or more,Male,679.8
9633,Fleet Manager,1,10,5,3,2,10,7,5,3,8,2,36 to 50,Female,664.9
9634,Intercity Bus Driver,0,10,1,6,2,9,8,2,3,7,2,21 to 35,Male,698.9
9635,Train Conductor,2,3,0,1,2,2,7,2,0,5,2,21 to 35,Female,603.8
9636,Fleet Manager,0,5,5,2,1,8,7,5,1,3,2,21 to 35,Male,633.9
9637,Intercity Bus Driver,0,10,5,7,1,1,6,5,5,10,1,36 to 50,Female,673.1
9638,Depot Driver,3,10,1,10,2,5,7,4,1,3,2,21 to 35,Female,635
9639,City Bus Driver,0,4,3,10,1,10,8,5,1,10,2,21 to 35,Female,695.7
9640,Fleet Manager,0,7,1,7,1,9,5,2,1,3,1,36 to 50,Female,632
9641,Environmental and Sustainability Manager,0,6,5,10,2,2,8,4,1,8,2,21 to 35,Female,687.3
9642,Fleet Manager,4,6,5,8,2,2,7,2,4,10,2,51 or more,Male,683.7
9643,Environmental and Sustainability Manager,1,5,5,3,1,1,7,4,3,5,1,21 to 35,Male,617.2
9644,Fleet Manager,7,7,4,6,1,5,6,4,7,8,2,21 to 35,Male,694.3
9645,Logistics Coordinator,10,10,5,7,1,6,7,0,8,7,2,21 to 35,Male,742.3
9646,Train Conductor,1,8,1,9,1,10,6,1,2,5,2,21 to 35,Female,702.1
9647,City Bus Driver,5,7,1,7,1,9,6,1,1,5,2,21 to 35,Female,664.5
9648,Train Conductor,0,10,5,6,1,4,8,3,8,7,2,51 or more,Male,728.5
9649,Train Conductor,0,5,0,3,1,6,6,4,1,4,2,21 to 35,Female,662.2
9650,Environmental and Sustainability Manager,0,5,0,2,2,3,7,1,1,6,2,21 to 35,Male,626.1
9651,Train Conductor,3,3,2,5,1,8,8,2,1,7,2,36 to 50,Female,674.9
9652,Environmental and Sustainability Manager,6,10,0,2,2,6,6,4,3,4,2,21 to 35,Female,629.9
9653,Train Conductor,0,10,5,7,1,6,8,5,3,6,1,51 or more,Female,717
9654,Operations Manager,10,3,3,7,1,6,6,5,3,7,2,36 to 50,Female,704.7
9655,Depot Driver,10,10,2,6,1,10,8,1,10,2,2,51 or more,Male,711
9656,Logistics Coordinator,10,10,4,6,1,2,7,4,5,8,2,21 to 35,Male,661.6
9657,Fleet Manager,10,6,1,9,1,7,8,4,3,6,2,21 to 35,Male,669.6
9658,Train Conductor,0,5,5,1,2,1,8,2,3,10,2,36 to 50,Female,659.9
9659,Maintenance Technician,7,10,1,8,2,6,7,5,0,7,2,36 to 50,Female,611.4
9660,Train Conductor,1,10,2,7,2,6,7,2,9,10,2,21 to 35,Female,691.3
9661,Fleet Manager,0,10,1,3,2,3,9,2,3,5,2,Less than 20,Male,675.8
9662,Operations Manager,0,4,1,8,1,8,7,4,3,7,1,36 to 50,Female,649.2
9663,Operations Manager,0,8,5,8,2,6,8,3,8,10,2,51 or more,Female,717
9664,Train Conductor,8,3,4,2,2,2,10,0,10,6,1,21 to 35,Female,675.8
9665,City Bus Driver,0,6,5,9,2,8,8,4,4,4,2,36 to 50,Male,702.1
9666,Environmental and Sustainability Manager,0,5,2,8,1,8,7,3,4,7,2,51 or more,Female,698.5
9667,Maintenance Technician,0,4,1,9,1,3,7,0,1,3,2,51 or more,Female,670.3
9668,Train Conductor,0,3,3,7,1,7,7,5,3,4,2,36 to 50,Female,664.3
9669,Fleet Manager,0,10,4,6,2,10,4,3,3,10,2,21 to 35,Female,693.2
9670,Intercity Bus Driver,10,2,2,5,1,3,6,4,0,4,2,51 or more,Male,641.2
9671,Train Conductor,0,5,3,0,1,5,8,1,3,6,2,51 or more,Female,696.4
9672,Maintenance Technician,0,7,5,5,1,10,7,2,5,8,2,51 or more,Female,734.6
9673,Logistics Coordinator,5,10,5,8,1,5,5,3,1,4,2,36 to 50,Male,700.9
9674,Train Conductor,0,3,2,5,1,6,7,3,0,8,2,21 to 35,Female,647.1
9675,Environmental and Sustainability Manager,0,1,3,1,1,9,6,2,1,4,1,21 to 35,Male,633.9
9676,Train Conductor,0,10,2,8,1,10,7,1,3,3,2,51 or more,Male,698.9
9677,Operations Manager,0,3,1,5,1,9,9,3,1,4,1,36 to 50,Female,653.2
9678,Logistics Coordinator,0,3,3,8,2,3,8,3,0,2,2,36 to 50,Female,602.5
9679,Intercity Bus Driver,6,4,5,5,1,5,8,2,4,4,2,21 to 35,Female,684.5
9680,Logistics Coordinator,0,4,5,3,1,10,5,4,1,10,2,21 to 35,Male,681.5
9681,Logistics Coordinator,0,10,5,3,1,7,8,2,8,10,2,36 to 50,Female,771.6
9682,Logistics Coordinator,0,6,1,7,2,10,7,2,10,5,2,36 to 50,Male,739.7
9683,Logistics Coordinator,3,6,2,8,1,6,6,3,5,3,2,21 to 35,Male,655.4
9684,City Bus Driver,3,3,2,6,2,1,8,3,1,2,1,Less than 20,Female,598.7
9685,Logistics Coordinator,0,5,5,10,2,10,8,3,5,10,2,51 or more,Female,739.9
9686,Logistics Coordinator,0,7,5,6,2,4,9,3,1,10,1,36 to 50,Female,694.7
9687,Logistics Coordinator,0,10,2,4,2,7,6,4,2,10,2,21 to 35,Female,681.1
9688,Environmental and Sustainability Manager,8,10,5,9,1,4,7,3,8,8,2,51 or more,Female,748.7
9689,City Bus Driver,6,2,0,6,1,1,5,1,0,2,2,Less than 20,Male,587.9
9690,Logistics Coordinator,4,5,5,9,1,4,6,3,3,8,2,36 to 50,Female,702.6
9691,Environmental and Sustainability Manager,0,10,5,6,2,2,7,3,1,2,1,36 to 50,Female,636.1
9692,Depot Driver,0,10,5,5,1,5,7,2,1,10,2,36 to 50,Female,694.5
9693,Operations Manager,4,8,1,0,2,6,6,2,8,7,2,Less than 20,Male,648.6
9694,Operations Manager,0,8,1,7,2,6,7,2,6,3,2,21 to 35,Female,674.3
9695,Maintenance Technician,7,4,0,0,2,7,6,4,1,4,1,36 to 50,Male,572.3
9696,Maintenance Technician,0,10,2,8,2,5,8,3,5,4,2,21 to 35,Female,693
9697,Fleet Manager,0,3,5,7,2,7,8,1,3,2,2,36 to 50,Female,667.9
9698,Train Conductor,3,10,4,3,2,3,8,2,1,3,2,36 to 50,Female,658.6
9699,Train Conductor,0,5,4,8,2,8,6,4,7,3,2,36 to 50,Female,681.3
9700,City Bus Driver,3,3,5,7,2,2,8,4,2,2,2,36 to 50,Male,634.6
9701,Train Conductor,0,1,2,4,1,7,7,2,2,1,2,51 or more,Female,662.6
9702,Operations Manager,10,6,1,4,2,1,6,1,2,6,2,51 or more,Female,601.7
9703,Logistics Coordinator,10,10,1,8,2,6,5,1,2,4,2,21 to 35,Female,665.4
9704,Intercity Bus Driver,8,10,2,3,2,3,6,3,0,4,2,36 to 50,Male,603.8
9705,Depot Driver,5,10,3,1,2,4,6,4,3,3,2,36 to 50,Female,609.1
9706,Train Conductor,10,6,5,5,2,7,5,2,3,6,2,21 to 35,Female,679.2
9707,Logistics Coordinator,0,1,5,4,2,3,5,5,6,5,2,51 or more,Female,646.1
9708,Train Conductor,0,10,0,3,1,7,8,2,0,3,2,51 or more,Male,701.9
9709,Depot Driver,5,3,3,1,1,4,7,4,2,5,2,36 to 50,Female,641.6
9710,Logistics Coordinator,1,7,5,3,1,10,7,2,6,10,2,51 or more,Male,743.1
9711,Train Conductor,0,10,5,5,1,5,6,1,1,9,2,21 to 35,Female,731.7
9712,Logistics Coordinator,0,4,2,8,2,5,8,3,1,1,2,Less than 20,Female,630.1
9713,Depot Driver,0,7,3,8,1,10,7,3,2,1,2,Less than 20,Female,700.6
9714,Train Conductor,0,7,0,9,1,5,7,0,1,5,2,21 to 35,Male,658.8
9715,Fleet Manager,4,10,2,10,1,5,6,1,6,3,1,21 to 35,Male,646.7
9716,Train Conductor,0,7,5,9,2,4,9,3,6,10,2,36 to 50,Female,732.1
9717,Depot Driver,5,5,2,3,2,6,5,5,2,7,1,21 to 35,Female,605.9
9718,Maintenance Technician,7,1,0,3,1,8,4,4,2,2,2,21 to 35,Female,601
9719,Depot Driver,2,4,5,6,1,3,8,4,8,9,2,36 to 50,Female,723.2
9720,Maintenance Technician,0,2,5,5,1,1,7,3,5,6,2,51 or more,Male,664.8
9721,Depot Driver,3,10,1,2,1,6,10,4,1,5,2,21 to 35,Male,622.2
9722,Train Conductor,7,5,0,4,2,1,5,5,3,2,2,21 to 35,Female,560.7
9723,Train Conductor,1,6,0,3,1,2,8,2,2,4,2,Less than 20,Male,631.2
9724,Fleet Manager,4,3,4,6,2,2,7,2,1,1,2,36 to 50,Male,605.5
9725,Maintenance Technician,0,10,5,9,2,2,7,4,4,7,1,36 to 50,Female,646.3
9726,Depot Driver,7,5,3,4,1,5,6,3,5,4,2,21 to 35,Female,668.8
9727,Train Conductor,0,2,5,9,2,10,8,2,2,8,2,51 or more,Female,738.2
9728,Intercity Bus Driver,0,10,3,8,1,10,9,1,7,10,2,21 to 35,Male,755.4
9729,Operations Manager,0,10,5,7,2,5,7,3,2,7,2,Less than 20,Female,706.4
9730,Operations Manager,0,10,0,5,1,8,7,1,4,3,2,36 to 50,Female,690
9731,Train Conductor,4,10,3,5,1,4,7,2,5,6,1,Less than 20,Female,677.3
9732,Operations Manager,10,5,1,5,1,3,8,1,1,5,2,21 to 35,Male,643.3
9733,Operations Manager,0,10,1,9,1,7,6,3,5,7,2,21 to 35,Male,728.7
9734,Depot Driver,0,10,3,5,2,7,6,3,4,4,2,21 to 35,Female,686.2
9735,Operations Manager,10,3,5,8,1,5,6,4,3,2,2,36 to 50,Female,641.6
9736,Train Conductor,5,8,5,5,1,6,6,5,10,8,2,21 to 35,Female,723.4
9737,Environmental and Sustainability Manager,0,10,5,4,1,6,6,3,6,2,2,36 to 50,Male,711.5
9738,Train Conductor,0,8,2,4,2,1,7,3,1,4,2,36 to 50,Female,642.7
9739,Train Conductor,0,2,1,1,2,1,10,5,0,10,2,51 or more,Female,597.4
9740,Operations Manager,0,4,0,0,1,1,10,0,10,9,2,Less than 20,Male,616.1
9741,Intercity Bus Driver,10,10,1,6,2,2,6,5,1,8,2,21 to 35,Male,639.3
9742,Train Conductor,3,8,4,7,2,6,6,3,7,3,2,51 or more,Female,677.5
9743,Depot Driver,0,2,0,9,1,3,9,2,2,4,2,51 or more,Male,645.2
9744,Train Conductor,0,2,2,5,1,1,8,2,2,4,2,Less than 20,Female,637.8
9745,Train Conductor,1,9,2,5,1,5,7,5,2,6,2,Less than 20,Female,660.5
9746,Train Conductor,5,5,0,5,1,8,6,1,1,2,2,21 to 35,Male,649
9747,Intercity Bus Driver,4,10,2,5,2,3,7,2,8,6,2,36 to 50,Male,666.9
9748,Logistics Coordinator,0,10,1,7,2,10,4,5,0,10,1,36 to 50,Female,672.8
9749,Train Conductor,9,1,0,0,1,10,5,5,0,5,1,36 to 50,Male,591.4
9750,Operations Manager,0,10,5,6,2,1,6,4,9,10,2,51 or more,Female,713.9
9751,City Bus Driver,7,1,5,7,2,6,7,1,1,5,1,36 to 50,Female,623.3
9752,City Bus Driver,0,10,4,10,1,10,7,0,10,10,2,51 or more,Female,802.6
9753,City Bus Driver,0,5,5,0,1,5,8,3,0,5,2,36 to 50,Female,653.9
9754,City Bus Driver,0,10,5,6,2,4,8,4,1,2,2,36 to 50,Female,663.9
9755,Logistics Coordinator,1,10,1,5,1,4,6,3,3,5,2,21 to 35,Female,651.6
9756,Logistics Coordinator,10,6,4,0,2,7,6,4,2,6,2,21 to 35,Male,618.2
9757,Logistics Coordinator,3,3,5,4,2,9,6,3,1,3,2,21 to 35,Male,627.1
9758,Environmental and Sustainability Manager,0,2,0,0,2,1,9,5,0,8,1,21 to 35,Female,547.9
9759,Environmental and Sustainability Manager,1,10,5,1,2,3,7,3,5,6,2,51 or more,Male,649.9
9760,Operations Manager,0,5,3,7,2,1,7,1,3,7,2,51 or more,Female,651.2
9761,Operations Manager,2,7,3,3,1,4,7,3,6,3,1,21 to 35,Male,639.9
9762,City Bus Driver,0,10,3,10,2,7,8,2,4,8,2,51 or more,Female,695.1
9763,Train Conductor,4,7,3,5,2,5,7,3,0,7,1,36 to 50,Female,640.1
9764,Depot Driver,0,4,2,8,1,10,7,3,3,2,1,51 or more,Female,678.5
9765,Operations Manager,0,3,1,8,1,10,7,5,1,2,1,21 to 35,Female,627.5
9766,Maintenance Technician,10,6,5,7,1,6,6,4,2,4,2,21 to 35,Female,660.5
9767,Intercity Bus Driver,0,5,5,2,2,7,8,1,2,1,2,36 to 50,Male,669.6
9768,Environmental and Sustainability Manager,0,10,2,10,2,10,7,3,3,5,2,36 to 50,Female,671.7
9769,Train Conductor,3,4,3,8,1,5,8,1,1,4,2,36 to 50,Female,670.9
9770,Environmental and Sustainability Manager,0,7,1,4,1,3,7,3,4,5,1,21 to 35,Female,641.4
9771,Intercity Bus Driver,7,9,3,8,1,4,7,2,2,5,2,21 to 35,Male,670.5
9772,City Bus Driver,10,3,2,2,1,6,7,0,5,5,2,36 to 50,Male,679.4
9773,Train Conductor,2,10,0,7,2,6,8,2,2,2,1,51 or more,Female,591.2
9774,Train Conductor,5,7,4,7,2,4,6,0,7,6,2,51 or more,Male,721.3
9775,Maintenance Technician,2,10,1,4,1,9,6,5,7,10,2,36 to 50,Female,708.7
9776,Maintenance Technician,0,2,0,2,1,10,7,3,0,5,1,21 to 35,Female,605.4
9777,Maintenance Technician,0,2,5,2,1,1,8,5,3,4,2,21 to 35,Female,639.5
9778,Fleet Manager,0,10,4,8,1,3,5,3,8,5,2,51 or more,Female,722.6
9779,Environmental and Sustainability Manager,0,2,3,5,2,1,9,5,1,1,2,51 or more,Female,643.1
9780,City Bus Driver,3,9,0,9,2,3,8,2,0,6,2,51 or more,Female,643.3
9781,Logistics Coordinator,4,4,3,1,1,4,7,5,2,3,2,21 to 35,Female,611
9782,City Bus Driver,5,3,2,6,1,8,7,4,3,10,2,21 to 35,Female,679.8
9783,Intercity Bus Driver,0,10,1,0,1,7,8,1,3,6,2,Less than 20,Male,644.1
9784,Train Conductor,1,2,1,7,1,7,6,2,5,3,2,21 to 35,Female,643.7
9785,City Bus Driver,0,10,2,7,1,8,7,2,1,6,2,36 to 50,Male,674.7
9786,Depot Driver,3,6,3,6,2,7,8,3,6,6,1,21 to 35,Female,678.1
9787,Logistics Coordinator,3,8,0,9,2,7,7,3,1,1,2,51 or more,Female,633.7
9788,Environmental and Sustainability Manager,10,10,3,5,1,10,6,3,4,6,1,36 to 50,Male,680
9789,Train Conductor,2,3,5,5,1,5,7,2,6,8,2,36 to 50,Female,680.9
9790,Train Conductor,0,2,0,2,2,1,8,3,4,2,2,21 to 35,Female,602.1
9791,Logistics Coordinator,5,10,3,7,2,6,5,3,2,10,1,Less than 20,Female,648.4
9792,Train Conductor,7,10,5,7,2,1,7,3,0,10,2,36 to 50,Male,681.8
9793,Intercity Bus Driver,5,2,1,5,2,5,6,1,5,6,2,51 or more,Male,653.5
9794,Logistics Coordinator,0,1,0,5,2,2,9,1,4,4,1,21 to 35,Female,599.1
9795,Train Conductor,0,0,2,4,1,2,6,2,3,6,2,36 to 50,Female,644.4
9796,Logistics Coordinator,0,1,3,9,1,6,8,3,1,5,2,36 to 50,Female,654.1
9797,City Bus Driver,10,4,3,3,1,1,7,5,1,4,2,36 to 50,Male,635.9
9798,Environmental and Sustainability Manager,5,10,4,5,2,5,7,4,6,4,1,36 to 50,Female,643.5
9799,Maintenance Technician,8,10,2,8,2,5,8,1,2,5,1,36 to 50,Female,635.2
9800,Fleet Manager,0,3,0,7,1,4,8,1,2,4,2,51 or more,Female,653.7
9801,City Bus Driver,10,8,1,9,1,3,7,1,1,10,2,51 or more,Female,668.6
9802,Maintenance Technician,10,6,1,4,1,8,7,3,2,3,2,21 to 35,Female,645.8
9803,Depot Driver,0,10,2,1,2,3,5,5,1,10,1,21 to 35,Female,625.7
9804,Environmental and Sustainability Manager,7,10,1,2,1,9,7,3,0,10,2,21 to 35,Female,673.2
9805,Maintenance Technician,0,10,5,8,1,8,7,0,1,10,2,36 to 50,Female,751.2
9806,Maintenance Technician,0,10,5,8,1,10,7,5,6,6,2,51 or more,Female,741.4
9807,Train Conductor,0,10,0,10,2,4,5,3,0,5,2,36 to 50,Male,624.2
9808,Fleet Manager,10,10,5,7,1,9,8,3,4,4,1,21 to 35,Male,704
9809,Logistics Coordinator,2,3,1,7,1,5,8,1,2,2,2,36 to 50,Male,653.9
9810,Maintenance Technician,10,2,1,9,2,2,6,5,1,1,1,36 to 50,Male,566.2
9811,Operations Manager,0,10,4,8,2,10,7,3,2,4,1,51 or more,Female,644.5
9812,Train Conductor,0,4,1,8,1,6,8,3,2,3,2,51 or more,Female,671.1
9813,Intercity Bus Driver,3,4,0,7,1,5,6,4,7,4,1,36 to 50,Female,645
9814,Train Conductor,0,4,1,2,1,2,8,3,0,3,1,21 to 35,Female,605.7
9815,Intercity Bus Driver,0,10,0,4,1,10,5,2,0,1,2,21 to 35,Male,652.6
9816,Depot Driver,10,5,4,5,1,4,8,4,8,4,2,21 to 35,Female,653.7
9817,City Bus Driver,0,5,5,3,2,4,7,5,1,4,2,36 to 50,Female,622.9
9818,Logistics Coordinator,2,6,5,7,2,7,8,1,2,10,2,36 to 50,Female,693.4
9819,Train Conductor,3,10,5,10,2,7,8,0,3,7,2,36 to 50,Female,747.8
9820,Depot Driver,0,10,5,10,1,5,6,2,8,10,2,51 or more,Female,752.1
9821,Intercity Bus Driver,0,10,2,7,1,3,8,1,6,10,2,51 or more,Female,711.3
9822,Operations Manager,0,10,0,10,1,7,7,3,3,10,2,Less than 20,Male,722.1
9823,Fleet Manager,0,4,0,10,1,5,8,1,6,3,2,36 to 50,Male,686.2
9824,Intercity Bus Driver,0,10,3,9,2,10,8,1,6,3,1,36 to 50,Female,683.8
9825,Train Conductor,0,7,2,10,1,10,8,1,6,10,2,21 to 35,Male,729.7
9826,Train Conductor,10,10,4,7,1,7,7,1,9,3,2,36 to 50,Male,735.7
9827,Environmental and Sustainability Manager,0,1,0,6,1,10,6,5,1,1,2,36 to 50,Female,603.5
9828,Fleet Manager,0,5,2,7,1,9,6,4,2,5,1,36 to 50,Male,635.6
9829,Fleet Manager,5,5,5,8,1,10,8,1,1,5,1,36 to 50,Female,665.1
9830,Operations Manager,0,10,2,5,2,2,7,4,1,10,2,36 to 50,Male,644.6
9831,Intercity Bus Driver,0,7,5,5,1,6,9,3,8,10,2,36 to 50,Female,735.9
9832,Maintenance Technician,0,10,5,0,1,10,8,2,2,5,1,36 to 50,Male,688.9
9833,Maintenance Technician,8,5,2,7,1,5,6,1,1,5,2,21 to 35,Male,665.4
9834,Environmental and Sustainability Manager,0,8,1,2,1,7,6,2,3,5,1,Less than 20,Male,672.6
9835,Fleet Manager,10,1,4,1,1,6,8,4,5,0,1,21 to 35,Male,618.4
9836,Train Conductor,7,4,2,4,1,4,7,4,1,9,2,21 to 35,Female,655.2
9837,Train Conductor,6,10,2,6,1,9,6,4,0,6,2,51 or more,Male,642.4
9838,Train Conductor,0,10,5,8,1,5,7,5,0,10,2,36 to 50,Female,709.8
9839,Operations Manager,0,7,3,10,1,8,8,0,5,3,2,36 to 50,Female,749.7
9840,Train Conductor,0,2,0,6,1,9,6,1,1,1,2,36 to 50,Male,673
9841,Maintenance Technician,1,10,2,10,2,4,7,3,10,10,2,51 or more,Female,726.6
9842,Logistics Coordinator,10,5,5,5,1,10,8,4,3,3,1,21 to 35,Male,661.7
9843,City Bus Driver,5,10,4,6,1,5,7,3,4,10,2,51 or more,Female,680.9
9844,Maintenance Technician,10,4,0,4,1,6,7,4,1,1,1,36 to 50,Female,579.1
9845,Train Conductor,10,10,2,3,1,10,7,3,2,3,1,21 to 35,Male,658.1
9846,Depot Driver,4,3,5,4,2,2,7,5,2,3,2,36 to 50,Female,614
9847,Train Conductor,0,7,5,8,2,5,6,3,1,5,2,36 to 50,Female,667.1
9848,Intercity Bus Driver,4,7,3,6,1,7,7,3,2,10,2,21 to 35,Male,688.1
9849,Intercity Bus Driver,0,10,1,3,2,5,8,0,6,6,2,21 to 35,Female,710
9850,Depot Driver,0,10,5,3,1,10,7,5,0,4,2,36 to 50,Male,707.4
9851,Environmental and Sustainability Manager,0,3,1,3,1,3,6,3,0,2,1,36 to 50,Female,615.7
9852,Maintenance Technician,6,3,3,5,1,5,9,2,3,4,2,21 to 35,Female,677.9
9853,Intercity Bus Driver,6,1,0,7,1,10,6,3,1,8,2,21 to 35,Male,647.7
9854,Depot Driver,10,10,0,8,1,10,8,2,5,3,1,21 to 35,Female,678.7
9855,Logistics Coordinator,10,4,5,8,1,10,8,5,3,4,2,Less than 20,Female,661.7
9856,Environmental and Sustainability Manager,0,3,3,1,1,8,8,0,1,1,1,51 or more,Male,642.6
9857,Maintenance Technician,0,10,5,10,1,10,6,0,4,5,2,51 or more,Male,756.5
